0.577656,0.554593
0.544406,0.432038
0.554051,0.544678
0.540645,0.540910
0.523379,0.539010
0.528577,0.639609
0.532864,0.623742
0.531751,0.607003
0.528709,0.588822
0.524897,0.575094
0.554931,0.566166
0.561049,0.571937
0.567879,0.579949
0.573184,0.588515
0.593247,0.505612
0.742040,0.409494
0.564557,0.561285
0.570810,0.563935
0.528476,0.459706
0.565126,0.454016
0.531728,0.454891
0.594250,0.367531
0.631831,0.384019
0.579491,0.425963
0.693689,0.114089
0.679751,0.146192
0.674615,0.175868
0.582564,0.600701
0.567452,0.183849
0.566797,0.134132
0.575426,0.077641
0.666505,0.306729
0.714034,0.324717
0.566234,0.292363
0.700820,0.259124
0.553063,0.337029
0.560141,0.416989
0.737365,0.350148
0.700295,0.345231
0.672013,0.356652
0.627217,0.352475
0.593877,0.341220
0.569596,0.329837
0.521856,0.303780
0.732192,0.401713
0.715528,0.251845
0.509932,0.446339
0.567902,0.376942
0.753392,0.301390
0.552022,0.317102
0.580767,0.427725
0.689984,0.282116
0.561598,0.401482
0.730051,0.466881
0.567206,0.284700
0.541637,0.387401
0.664783,0.590115
0.660398,0.614858
0.747030,0.405916
0.691865,0.556137
0.743317,0.253456
0.580586,0.676696
0.506994,0.452540
0.588411,0.395377
0.731711,0.289268
0.645747,0.297199
0.623631,0.297026
0.582167,0.570466
0.723146,0.450693
0.540529,0.710649
0.604419,0.671645
0.630282,0.647773
0.603165,0.293973
0.584493,0.288738
0.572976,0.285903
0.728227,0.243819
0.587244,0.286142
0.608141,0.290650
0.629294,0.293158
0.650580,0.292734
0.665039,0.291048
0.752428,0.244245
0.661133,0.294975
0.573213,0.490971
0.555346,0.436530
0.530466,0.482933
0.636981,0.623244
0.609760,0.649225
0.542148,0.697923
0.685591,0.578295
0.573782,0.284414
0.537450,0.342948
0.575729,0.693868
0.735197,0.459603
0.542044,0.571041
0.547852,0.580949
0.553292,0.594341
0.556965,0.609108
0.559966,0.622563
0.570922,0.547893
0.577114,0.545637
0.582476,0.542644
0.607775,0.525651
0.694415,0.464956
0.537136,0.318654
0.551790,0.265005
0.565122,0.269861
0.565167,0.549195
0.688549,0.523351
0.530693,0.264363
0.569918,0.637549
0.520791,0.329970
0.554480,0.381321
0.534201,0.656997
0.618577,0.584342
0.598293,0.447865
0.596989,0.613211
0.648988,0.444855
0.616866,0.473419
0.663143,0.484501
0.540214,0.678864
0.568412,0.395375
0.634485,0.599502
0.606939,0.628579
0.636047,0.551217
0.711812,0.492128
0.661226,0.552521
0.718115,0.509565
0.630612,0.505892
0.552168,0.359677
0.551963,0.427720
0.565980,0.434898
0.542109,0.411547
0.574674,0.239912
0.616143,0.224091
0.651245,0.221785
0.678370,0.227106
0.695396,0.238990
0.700519,0.284095
0.752881,0.354192
0.681877,0.322736
0.656985,0.330669
0.625181,0.329591
0.595158,0.322470
0.572486,0.313153
0.557459,0.305026
0.748849,0.355185
0.564909,0.442129
0.537733,0.364739
0.534849,0.429280
0.521325,0.442291
0.534535,0.433553
0.558108,0.450129
0.517156,0.444620
0.514123,0.450795
0.558686,0.284315
0.546041,0.291363
0.538846,0.297821
0.674361,0.289229
0.690433,0.264359
